subject,relation,object,source
August 7,retrieve,2013,https://en.wikipedia.org/wiki/American_History_X
Pooley,Jack,Jack,https://en.wikipedia.org/wiki/American_History_X
Ed Norton,tell,Joe Rogan,https://en.wikipedia.org/wiki/American_History_X
April 7,retrieve,2020,https://en.wikipedia.org/wiki/American_History_X
Edward Norton,Transcript,The Tim Ferriss Show,https://en.wikipedia.org/wiki/American_History_X
American History X,X,Anne Dudley,https://en.wikipedia.org/wiki/American_History_X
20 years on,d,American History X,https://en.wikipedia.org/wiki/American_History_X
Waxman,Sharon,Sharon,https://en.wikipedia.org/wiki/American_History_X
Lambie,Ryan,Ryan,https://en.wikipedia.org/wiki/American_History_X
Elder,Elder,Robert K.,https://en.wikipedia.org/wiki/American_History_X
Kaye,recover,Lake of Fire,https://en.wikipedia.org/wiki/American_History_X
Hoff,Hoff,Al,https://en.wikipedia.org/wiki/American_History_X
American History X,date,"April 6, 1999",https://en.wikipedia.org/wiki/American_History_X
American History X,X,0780625129,https://en.wikipedia.org/wiki/American_History_X
American History X,X,1998,https://en.wikipedia.org/wiki/American_History_X
Siskel,Siskel,Gene,https://en.wikipedia.org/wiki/American_History_X
Maslin,Maslin,Janet,https://en.wikipedia.org/wiki/American_History_X
August 13,retrieve,2014,https://en.wikipedia.org/wiki/American_History_X
LaSalle,LaSalle,Mick,https://en.wikipedia.org/wiki/American_History_X
Neo-Nazi With a Conscience,shin,Norton,https://en.wikipedia.org/wiki/American_History_X
Hunter,Hunter,Stephen,https://en.wikipedia.org/wiki/American_History_X
O'Sullivan,O'Sullivan,Michael,https://en.wikipedia.org/wiki/American_History_X
Semlyen,Semlyen,Phil,https://en.wikipedia.org/wiki/American_History_X
1988-2013,Archives,Award Winner Archives,https://en.wikipedia.org/wiki/American_History_X
J. Olson,Olson,Eric,https://en.wikipedia.org/wiki/American_History_X
1998,Awards,2nd,https://en.wikipedia.org/wiki/American_History_X
November 21,retrieve,2021,https://en.wikipedia.org/wiki/American_History_X
December 1,retrieve,2010,https://en.wikipedia.org/wiki/American_History_X
International Press Academy,website,1999,https://en.wikipedia.org/wiki/American_History_X
U.S.,help,Italy,https://en.wikipedia.org/wiki/American_History_X
20th,Awards,Annual Youth in Film Awards,https://en.wikipedia.org/wiki/American_History_X
L'Humanité,L'Humanité,French,https://en.wikipedia.org/wiki/American_History_X
Total Film,Film,"December 11, 2008",https://en.wikipedia.org/wiki/American_History_X
American History X',premier,20 Years Ago,https://en.wikipedia.org/wiki/American_History_X
Kirkl,Kirkl,Justin,https://en.wikipedia.org/wiki/American_History_X
American History X',remain,20 Years Later,https://en.wikipedia.org/wiki/American_History_X
Frauley,reading,Jon,https://en.wikipedia.org/wiki/American_History_X
Subculture and American History X,Subculture,"Criminology, Deviance, and the Silver Screen",https://en.wikipedia.org/wiki/American_History_X
64,64,3/4,https://en.wikipedia.org/wiki/American_History_X
H.W. Wilson,Select,Western States Folklore Society,https://en.wikipedia.org/wiki/American_History_X
0043,ISSN,5910334,https://en.wikipedia.org/wiki/American_History_X
William Russ,turn,Prorokova,https://en.wikipedia.org/wiki/American_History_X
27,27,4,https://en.wikipedia.org/wiki/American_History_X
Philadelphia,Philadelphia,Taylor & Francis Group,https://en.wikipedia.org/wiki/American_History_X
American History X,link,IMDb,https://en.wikipedia.org/wiki/American_History_X
the Wayback Machine,website,"December 12, 1998",https://en.wikipedia.org/wiki/American_History_X
Anne Dudley,film,Los Angeles,https://en.wikipedia.org/wiki/American_History_X
Los Angeles,film,the United States,https://en.wikipedia.org/wiki/American_History_X
New Line Cinema,film,Satellite Award,https://en.wikipedia.org/wiki/American_History_X
2002,be,2002,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
The Pianist,base,1946,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
France,be,the United Kingdom,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Pianist,receive,the 2002 Cannes Film Festival,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
the BAFTA Award for Best Film,win,BAFTA Award,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
2016,appear,BBC,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
September 1939,play,Polish,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Szpilman,prepare,Britain,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Szpilman,stay,Warsaw,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Jews,persecute,Star of David,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Szpilmans,force,late 1940,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Szpilman,perform,Jews,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Szpilman,witness,SS,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
German,order,Szpilmans,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Jewish Ghetto Police,separate,Szpilman,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Szpilman,become,Warsaw Ghetto,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Andrzej Bogucki,smuggle,Janina Godlewska,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Szpilman,watch,April 1943,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Szpilman,travel,German,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Szpilman,suffer,Dorota,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Szpilman,recover,August 1944,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Home Army,destroy,Schutzpolizei,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Szpilman,escape,Warsaw,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
German,flee,Szpilman,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Szpilman,allow,Frédéric Chopin's,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Germans,promise,Soviet,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Warsaw,kill,Szpilman,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Hosenfeld,hold,Soviet,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Hosenfeld,ask,Szpilman,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Szpilman,resume,Chopin,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Wladyslaw Szpilman,continue,Warsaw,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
German,be,Wilm Hosenfeld,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Soviet,be,1952,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Adrien Brody,Brody,Władysław Szpilman,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
World War II.[10,die,Joseph Fiennes,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
"Over 1,400",audition,Szpilman,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Polanski,watch,Harrison,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
The Warsaw Ghetto,recreate,Babelsberg Studio,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Soviet,use,first,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Potsdam,move,Szpilman,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
2 March 2001,move,Soviet,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
German,film,Warsaw,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
15 March,move,Babelsberg Studios,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
first,be,Szpilman,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
26 March,end,Warsaw,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
World War II,build,Poland,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Umschlagplatz,film,Szpilman,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Chopin,be,Szpilman,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Szpilman,be,the Piano Sonata No. 14,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
German,reveal,Hosenfeld,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
German,composition,Polish,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Szpilman,be,Hosenfeld,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Dorota,be,Bach,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Chopin,be,Grande Polonaise brillante,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Szpilman,perform,Polish,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Polanski,be,Brody,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Brody,spend,Szpilman,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Rotten Tomatoes,be,95%,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
The Pianist,read,Polanski,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Metacritic,have,85,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Roger Ebert,give,the Chicago Sun-Times,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Szpilman,reflect,non-Jews—,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Michael Wilmington,say,the Chicago Tribune,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Richard Schickel,call,Time,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
A.O. Scott,say,The New York Times,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Szpilman,feel,German,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
2025,be,one,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Brody,include,Polanski,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Polish,include,Starski,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Universal,release,8 January 2008,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
first,lack,German,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
StudioCanal Collection,include,A Story of Survival,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
StudioCanal,release,Germany,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Robinson Crusoes,list,Warsaw,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Blaney,Martin,Martin,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Germany,break,Tobis,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
24 October 2023,retrieve,The Pianist,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Box Office,Mojo,Mojo,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Hare,Hare,William,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Jefferson,Jefferson,North Carolina,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Szpilman,Wladyslaw,Wladyslaw,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
TheGuardian.com,TheGuardian.com,21 September 2005,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Adrien Brody on Winning,Brody,Wes Anderson,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
16 June 2011,archive,Anatomy of a masterpiece,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
The Pianist,Pianist,2002,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Wilmington,Wilmington,Michael,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Polanski,put,Pianist,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Schickel,Schickel,Richard,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
LaSalle,LaSalle,Mick,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Masterpiece / Polanski's ',be,The Pianist,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
San Francisco,Chronicle,Chronicle,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Scott,Scott,27 December 2002,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Thompson,David,David,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
2002,link,Władysław Szpilman,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Wojciech Kilar,film,Roman Polanski,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
BAC Films,film,English,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Fight Club,be,1999,https://en.wikipedia.org/wiki/Fight_Club
1996,base,Chuck Palahniuk,https://en.wikipedia.org/wiki/Fight_Club
Tyler Durden,form,Pitt,https://en.wikipedia.org/wiki/Fight_Club
Palahniuk,optione,Fox 2000 Pictures,https://en.wikipedia.org/wiki/Fight_Club
Los Angeles,film,July to December 1998,https://en.wikipedia.org/wiki/Fight_Club
Rebel Without a Cause,compare,1955,https://en.wikipedia.org/wiki/Fight_Club
Fight Club,premier,56th,https://en.wikipedia.org/wiki/Fight_Club
2009,dub,tenth,https://en.wikipedia.org/wiki/Fight_Club
Narrator,move,Tyler,https://en.wikipedia.org/wiki/Fight_Club
Tyler,save,Marla,https://en.wikipedia.org/wiki/Fight_Club
Fight Club,grow,Bob,https://en.wikipedia.org/wiki/Fight_Club
Tyler,transform,Project Mayhem,https://en.wikipedia.org/wiki/Fight_Club
two,argue,Tyler,https://en.wikipedia.org/wiki/Fight_Club
Bob,try,Project Mayhem,https://en.wikipedia.org/wiki/Fight_Club
Marla,claim,Tyler Durden,https://en.wikipedia.org/wiki/Fight_Club
Marla,warn,Project Mayhem,https://en.wikipedia.org/wiki/Fight_Club
one,escape,Tyler,https://en.wikipedia.org/wiki/Fight_Club
Tyler,shoot,Tyler,https://en.wikipedia.org/wiki/Fight_Club
Edward Norton,cast,Brad Pitt,https://en.wikipedia.org/wiki/Fight_Club
Fincher,say,Fight Club,https://en.wikipedia.org/wiki/Fight_Club
Fincher,identify,Jack,https://en.wikipedia.org/wiki/Fight_Club
Tyler Durden.[10,have,1990s,https://en.wikipedia.org/wiki/Fight_Club
Tyler Durden,respond,Nietzschean,https://en.wikipedia.org/wiki/Fight_Club
Fincher,explain,Tyler,https://en.wikipedia.org/wiki/Fight_Club
Fight Club,seek,Fincher,https://en.wikipedia.org/wiki/Fight_Club
Marla,embrace,Tyler,https://en.wikipedia.org/wiki/Fight_Club
Tyler,be,Tyler,https://en.wikipedia.org/wiki/Fight_Club
Tyler,tell,Tyler,https://en.wikipedia.org/wiki/Fight_Club
Tyler,realize,Marla,https://en.wikipedia.org/wiki/Fight_Club
Tyler,manifest,Narrator,https://en.wikipedia.org/wiki/Fight_Club
Tyler,order,Project Mayhem,https://en.wikipedia.org/wiki/Fight_Club
Tyler,pull,Fight Club,https://en.wikipedia.org/wiki/Fight_Club
Norton,have,first,https://en.wikipedia.org/wiki/Fight_Club
Pitt,say,Fight Club,https://en.wikipedia.org/wiki/Fight_Club
Fight Club,probe,1955,https://en.wikipedia.org/wiki/Fight_Club
Gucci,reference,Calvin Klein,https://en.wikipedia.org/wiki/Fight_Club
Norton,say,Beetle,https://en.wikipedia.org/wiki/Fight_Club
Tyler Durden,pull,Durden,https://en.wikipedia.org/wiki/Fight_Club
Fight Club,publish,Chuck Palahniuk,https://en.wikipedia.org/wiki/Fight_Club
Fox Searchlight Pictures,send,Kevin McCormick,https://en.wikipedia.org/wiki/Fight_Club
McCormick,forward,Lawrence Bender,https://en.wikipedia.org/wiki/Fight_Club
Josh Donen,see,Ross Bell,https://en.wikipedia.org/wiki/Fight_Club
Bell,send,Laura Ziskin,https://en.wikipedia.org/wiki/Fight_Club
Ziskin,consider,Buck Henry,https://en.wikipedia.org/wiki/Fight_Club
Jim Uhls,choose,Donen,https://en.wikipedia.org/wiki/Fight_Club
Bell,contact,four,https://en.wikipedia.org/wiki/Fight_Club
Peter Jackson,consider,Jackson,https://en.wikipedia.org/wiki/Fight_Club
Danny Boyle,meet,Bell,https://en.wikipedia.org/wiki/Fight_Club
David Fincher,talk,Fight Club,https://en.wikipedia.org/wiki/Fight_Club
20th Century Fox,hesitate,first,https://en.wikipedia.org/wiki/Fight_Club
Fox,meet,Ziskin,https://en.wikipedia.org/wiki/Fight_Club
August 1997,announce,Fox,https://en.wikipedia.org/wiki/Fight_Club
Fincher,meet,Ross Bell,https://en.wikipedia.org/wiki/Fight_Club
Art Linson,meet,Brad Pitt,https://en.wikipedia.org/wiki/Fight_Club
Linson,seek,two,https://en.wikipedia.org/wiki/Fight_Club
Pitt,look,1998,https://en.wikipedia.org/wiki/Fight_Club
Pitt,sign,US$17.5 million.[29,https://en.wikipedia.org/wiki/Fight_Club
Narrator,consider,Matt Damon,https://en.wikipedia.org/wiki/Fight_Club
Fincher,consider,Edward Norton,https://en.wikipedia.org/wiki/Fight_Club
Norton,cast,Runaway Jury,https://en.wikipedia.org/wiki/Fight_Club
20th Century Fox,offer,Norton,https://en.wikipedia.org/wiki/Fight_Club
Paramount Pictures,sign,Paramount,https://en.wikipedia.org/wiki/Fight_Club
Norton,satisfy,2003,https://en.wikipedia.org/wiki/Fight_Club
January 1998,announce,20th Century Fox,https://en.wikipedia.org/wiki/Fight_Club
Fincher,be,first,https://en.wikipedia.org/wiki/Fight_Club
Fincher,reveal,2020,https://en.wikipedia.org/wiki/Fight_Club
Fincher,pitch,Julia Louis-Dreyfus.[38,https://en.wikipedia.org/wiki/Fight_Club
Courtney Love,consider,Winona Ryder,https://en.wikipedia.org/wiki/Fight_Club
Love,claim,Marla Singer,https://en.wikipedia.org/wiki/Fight_Club
Reese Witherspoon,want,Fincher,https://en.wikipedia.org/wiki/Fight_Club
Sarah Michelle Gellar,turn,Buffy The Vampire Slayer.[41,https://en.wikipedia.org/wiki/Fight_Club
Fincher,choose,Helena Bonham Carter,https://en.wikipedia.org/wiki/Fight_Club
Fincher,revise,Uhls,https://en.wikipedia.org/wiki/Fight_Club
Pitt,be,Tyler Durden,https://en.wikipedia.org/wiki/Fight_Club
Fincher,seek,Cameron Crowe,https://en.wikipedia.org/wiki/Fight_Club
Fincher,hire,Andrew Kevin Walker,https://en.wikipedia.org/wiki/Fight_Club
Pitt,invite,Norton,https://en.wikipedia.org/wiki/Fight_Club
Palahniuk,contain,Fincher,https://en.wikipedia.org/wiki/Fight_Club
Norton,draw,The Graduate,https://en.wikipedia.org/wiki/Fight_Club
Fincher,want,Tyler Durden,https://en.wikipedia.org/wiki/Fight_Club
Mechanic,plan,Ziskin,https://en.wikipedia.org/wiki/Fight_Club
Half,pay,New Regency,https://en.wikipedia.org/wiki/Fight_Club
New Regency's,petition,Fight Club,https://en.wikipedia.org/wiki/Fight_Club
Fincher,threaten,Milchan,https://en.wikipedia.org/wiki/Fight_Club
Mechanic,seek,Milchan,https://en.wikipedia.org/wiki/Fight_Club
three weeks,reinstate,Milchan,https://en.wikipedia.org/wiki/Fight_Club
Julie Pearce,study,Fincher,https://en.wikipedia.org/wiki/Fight_Club
Mike Tyson,design,Evander Holyfield's,https://en.wikipedia.org/wiki/Fight_Club
two,devise,Vaseline,https://en.wikipedia.org/wiki/Fight_Club
Meat Loaf,wear,90-pound,https://en.wikipedia.org/wiki/Fight_Club
20 cm,last,Norton,https://en.wikipedia.org/wiki/Fight_Club
Los Angeles,be,Century City.[50,https://en.wikipedia.org/wiki/Fight_Club
Alex McDowell,construct,more than 70,https://en.wikipedia.org/wiki/Fight_Club
Tyler Durden's,build,Wilmington,https://en.wikipedia.org/wiki/Fight_Club
300,include,200,https://en.wikipedia.org/wiki/Fight_Club
Fincher,feel,Fight Club,https://en.wikipedia.org/wiki/Fight_Club
Super 35,use,Fight Club,https://en.wikipedia.org/wiki/Fight_Club
Jeff Cronenweth,be,Cronenweth,https://en.wikipedia.org/wiki/Fight_Club
Fincher,explore,Seven,https://en.wikipedia.org/wiki/Fight_Club
Tyler,describe,Fincher,https://en.wikipedia.org/wiki/Fight_Club
Fincher,draw,Cronenweth,https://en.wikipedia.org/wiki/Fight_Club
Fincher,ensure,Gordon Willis,https://en.wikipedia.org/wiki/Fight_Club
Tyler,film,two,https://en.wikipedia.org/wiki/Fight_Club
Tyler,insert,Tyler,https://en.wikipedia.org/wiki/Fight_Club
Fincher,explain,Tyler Durden,https://en.wikipedia.org/wiki/Fight_Club
Cronenweth,apply,Kodak,https://en.wikipedia.org/wiki/Fight_Club
night,implement,Technicolor,https://en.wikipedia.org/wiki/Fight_Club
Kevin Tod Haug,hire,The Game,https://en.wikipedia.org/wiki/Fight_Club
Fincher,budget,first,https://en.wikipedia.org/wiki/Fight_Club
Fincher,hire,Digital Domain,https://en.wikipedia.org/wiki/Fight_Club
Haug,explain,Fincher,https://en.wikipedia.org/wiki/Fight_Club
Project Mayhem's,be,three,https://en.wikipedia.org/wiki/Fight_Club
